,E,N,namewithoutadditions
47807,2681087.738,1201816.603,Rütenen
47808,2646798.96,1201802.291,Haldenegg
47809,2684694.8,1201867.2,Schwandli
47810,2683024.539,1201940.39,Sonnwil
47811,2683426.2,1201875.7,Meinig
47815,2622350.977,1201878.22,Unterburg
47816,2675013.4,1201899.7,Ebnet
47817,2643109.899,1201979.645,Ämenegg
47820,2629738.33,1202192.024,Vorderrehbach
47821,2630478.618,1202206.381,Hinterschwendi
47822,2630989.399,1202556.868,Unterbreitenboden
47823,2645231.448,1202036.01,Strassgade
47824,2644537.731,1202010.802,Schwand
47825,2640681.289,1202124.822,Fontanne
47826,2641898.715,1202299.414,Howäldli
47827,2640903.069,1202595.432,Unterwägegg
47828,2641353.396,1202779.172,Hinterärbsegg
47829,2625599.663,1201927.831,Hochfeld
47830,2625559.38,1201992.985,Oberhochfeld
47831,2675390.9,1201932.3,Rotimatt
47832,2624787.451,1201923.129,Unterhochfeld
47833,2634521.839,1201953.817,Heumatt
47834,2629357.89,1201966.929,Obeningohlhüsi
47835,2636250.089,1201967.113,Reichmatt
47836,2636950.314,1201975.413,Steinboden
47837,2648259.418,1201983.362,Unternachzel
47841,2633684.115,1202029.252,Neumatt
47842,2675297.6,1202188.7,Holzhaus
47843,2646045.698,1202023.931,Siten
47844,2685304.6,1202040.3,Oberschwand
47845,2670845.1,1202049.652,Mürggli
47846,2632599.747,1202067.177,Oberseltenbach
47847,2647657.227,1202053.006,Schlund
47849,2621487.055,1202075.14,Mittelblindenbach
47850,2652247.896,1202100.212,Homberg
47852,2638112.944,1202237.873,Schaftelenmoos
47853,2676875.253,1202157.188,Ifängi
47854,2673027.1,1201723.3,Hädermattli
47856,2630318.866,1202634.498,Stäckegrat
47857,2627498.126,1202271.874,Kammergrat
47858,2625986.172,1202387.778,Badertschen
47859,2644005.214,1202134.872,Voglisberg
47860,2644890.455,1202235.298,Buechli
47862,2650712.885,1202070.789,Lippern
47863,2639213.637,1202275.115,Oberfreimoos
47864,2643383.42,1202181.164,Grafeberg
47865,2628494.627,1202184.886,Leimen
47866,2636228.89,1202194.57,Vorderstes Fankhaus
47867,2631647.642,1202240.48,Ramsegg
47868,2646541.428,1202214.267,Stöösli
47869,2649228.58,1202224.992,Rossfure
47871,2640044.265,1202249.303,Fontannegüetli
47872,2639577.353,1202371.679,Unterfreimoos
47873,2629077.108,1202229.166,Vorderhauetershaus
47874,2673249.8,1201782.2,Wallisfuhr
47875,2635578.901,1202224.926,Unterschwarzentrub
47876,2637617.035,1202270.935,Rohrbach
47877,2627212.884,1202443.018,Im Bach
47878,2644234.161,1202379.729,Ausservoglisberg
47879,2645167.892,1202426.487,Telle
47880,2675482.8,1202245.3,Grafithal
47881,2641156.651,1201887.292,Mittelpörtere
47882,2641039.691,1202056.512,Unterpörtere
47883,2665236.436,1202281.172,Gadenächerli
47884,2621196.053,1202275.904,Vorderramis
47885,2647672.179,1202299.266,Dürrenegg
47889,2624782.046,1203547.248,Vorderbirnbaum
47890,2636617.715,1202350.559,Oberfankhaus
47891,2647295.301,1202350.593,Farnacher
47894,2621920.02,1202374.644,Bodenweid
47895,2665394.504,1202774.865,Rengg
47896,2643227.211,1202397.582,Obermattegg
47897,2646229,1202410.061,Riedli
47898,2621543.246,1202404.982,Hintersonnberg
47899,2676752.035,1202464.315,Kallenbach
47900,2646874.649,1202421.725,Büelweid
47902,2649879.973,1202458.69,Stöckli
47904,2682537.9,1202431.9,Risleten
47905,2627791.15,1202594.678,Kammernneuhaus
47906,2627500.841,1202618.998,Vorderschabenlehn
47908,2629423.372,1202510.224,Knubelmatt
47909,2676569,1202505.4,Oberfeld
47910,2622283.027,1202513.381,Schlosshüsli
47912,2651757.31,1202592.102,Wissenegg
47913,2624327.005,1203177.259,Oberriedberg
47915,2628386.052,1202567.456,Eggboden
47916,2628159.672,1202568.001,Unteregg
47918,2689498.996,1202632.183,Wurmis
47919,2642511.318,1202570.283,Nolle
47921,2689838.9,1202601.5,Hinterschilti
47922,2631155.531,1202672.99,Mittelbreitenboden
47923,2629632.678,1202851.31,Rehgrat
47924,2626028.27,1202636.739,Schwandweid
47925,2626535.186,1202200.234,Vorderlihnen
47926,2627866.053,1202959.526,Länggrat
47927,2626421.351,1203029.205,Hintergeissbühl
47928,2655244.784,1202568.029,Oberstäfeli
47929,2645372.684,1202774.868,Änetacher
47930,2641382.134,1203268.996,Erigsmösli
47931,2646650.16,1202615.673,Buechstüdeli
47932,2650584.756,1202718.258,Finsterwald
47935,2629311.518,1202639.484,Hinterhauetershaus
47937,2628863.117,1202708.643,Grat
47939,2655873.052,1202732.082,Ennetstäfeli
47940,2637097.861,1202702.934,Höchhaus
47941,2633361.675,1202758.608,Heugrat
47943,2655492.055,1202776.753,Unterstäfeli
47944,2647331.582,1202755.499,Keglisberg
47945,2635848.19,1202791.184,Vorderhütten
47946,2630515.758,1203069.327,Obersiebern
47947,2643799.513,1202859.346,Oberdieplischwand
47948,2645613.081,1202918.874,Höchhus
47949,2645539.058,1203103.444,Änetämmen
47950,2625469.224,1203298.179,Unterschwand
47952,2642295.205,1202817.114,Unternolle
47955,2647078.268,1202819.654,Neumättili
47956,2634701.84,1202835.313,Mettlen
47957,2689909.6,1202840.4,Vorderschilti
47958,2676518.882,1202889.014,Unterfeld
47959,2648444.077,1202864,Oberburg
47960,2623629.959,1204619.31,Benzenberg
47962,2623756.889,1204013.454,Ranflühberg
47964,2641820.644,1202872.8,Mittelärbsegg
47965,2653064.514,1202871.383,Unterengelgraben
47966,2634123.73,1202876.665,Vorderzinggen
47967,2632042.857,1202853.238,Buchstuden
47968,2689701.078,1202832.573,Fruttli
47969,2684070,1202916.7,Härggis
47970,2689448.102,1202955.348,Stalden
47971,2684706.1,1202935.1,Hintersteckenmatt
47972,2650717.137,1202958.624,Hinterfinsterwald
47973,2621194.548,1202975.726,Steinberg
47974,2675714.6,1202290.5,Obfuhr
47975,2627631.109,1203105.744,Oberdorfwald
47976,2627991.643,1201851.546,Brüschern
47977,2626149.207,1203079.164,Geissbühl
47978,2625177.204,1203619.729,Hinterbirnbaum
47979,2644185.005,1203084.819,Hüttenweid
47980,2641575.241,1203283.094,Bramboden
47981,2669398.802,1203308.121,Klausmatt
47982,2669702.406,1203462.253,Seewli
47983,2642025.713,1202944.581,Vorderärbsegg
47984,2648065.765,1203002.231,Unterburg
47985,2637398.153,1203045.278,Hinterstes Fankhaus
47986,2647194.392,1203020.167,Hofstatt
47987,2624551.566,1204807.739,Dreherhüsli
47988,2630121.905,1203664.056,Gmündenweid
47989,2636131.21,1203037.805,Vorderschwändiberg
47991,2651236.888,1203087.428,Gräben
47992,2642684.275,1203070.101,Pilgeregg
47993,2685064.3,1203065.8,Vordersteckenmatt
47994,2650062.938,1203093.048,Fuchsschnellen
47995,2649048.759,1203010.126,Erlegrabe
47996,2646001.212,1203101.66,Ämmenschachen
47997,2634389.407,1203099.365,Thal
47998,2633553.093,1203136.397,Hinterzinggen
47999,2636013.423,1203134.957,Hinterhütten
48000,2647483.652,1203180.232,Frauenthal
48001,2637742.308,1203133.444,Zwischengräben
48002,2689541.665,1203067.165,Husmattli
48004,2621390.935,1204025.017,Jäggu
48005,2640657.42,1203337.971,Hintererigsmoos
48006,2639854.69,1203353.723,Oberhofarni
48007,2641075.081,1203515.271,Vordererigsmoos
48008,2665269.953,1203692.312,Hüsli
48010,2628904.145,1203180.244,Grathohlen
48011,2658688.335,1203190.501,Blattenloch
48013,2650901.6,1203244.655,Hüttli
48014,2648493.279,1203212.991,Altweg
48015,2623333.106,1204058.496,Rohr
48016,2643032.89,1203251.205,Pilgereggweid
48017,2625050.008,1202680.804,Vorderthan
48018,2689677.8,1203272.1,Riedmatt
48019,2649440.131,1203315.184,Stelli
48020,2633072.462,1203283.148,Unterlautersmatt
48021,2628153.218,1203292.385,Eggweid
48022,2626779.922,1203280.063,Nasenberg
48023,2656124.072,1203271.752,Möseren
48024,2623610.415,1203913.082,Obersbach
48027,2653419.832,1203312.801,Oberknubel
48029,2636105.584,1203309.221,Milchmatt
48030,2686773.9,1203884.2,Rütelen
48031,2644669.855,1203331.076,Schabuzis
48032,2685809.3,1203325.8,Äbnet
48033,2625641.397,1202867.34,Oberschwand
48035,2652710.274,1203314.73,Volleneggli
48036,2637912.639,1203347.362,Neuhaus
48037,2627890.632,1203347.566,Hollergrat
48038,2621652.857,1204615.07,Feld
48039,2646546.043,1204466.639,Schluecht
48040,2646063.007,1203668.002,Grabe
48041,2639210.683,1203609.983,Hängeleflue
48042,2639922.818,1203667.987,Hofarni
48043,2687054.267,1203906.8,Schattenhalb
48044,2654710.401,1203352.458,Graben
48045,2648593.91,1203345.155,Riegel
48046,2638598.651,1203388.212,Schwesternboden
48048,2657129.255,1203381.018,Trochematt
48049,2641888.657,1203626.119,Hinterbramboden
48050,2625252.269,1202910.192,Brach
48051,2637680.722,1203412.664,Stockmatt
48052,2649889.851,1203444.165,Mettelimoos
48054,2625776.548,1203456.401,Kipfstalden
48055,2643924.766,1203369.222,Dieplischwand
48056,2634560.616,1203460.408,Vorderschindelmatt
48057,2689732.9,1203447.4,Laui
48058,2627105.946,1203453.954,Hollernscheuer
48060,2636856.973,1203490.36,Höhenstalden
48061,2626249.671,1203483.791,Geissbühl-Neuhaus
48062,2648323.8,1203584.264,Unteregg
48063,2640242.853,1203708.149,Vorderhofarni
48064,2644188.024,1203510.762,Mettlen
48065,2658539.707,1203519.049,Unterpfyfferswald
48066,2653191.816,1203527.689,Hinterknubel
48067,2632814.601,1203529.921,Oberlautersmatt
48068,2650089.178,1203515.913,Metteli
48070,2642034.477,1203547.032,Vorderbramboden
48071,2636218.376,1203487.293,Hinterschwändiberg
48072,2631708.911,1203610.434,Schynenalp
48073,2649000.942,1203599.724,Donnermösli
48074,2633679.752,1203728.423,Honegg
48076,2685379.3,1203602.4,Schwybogen
48077,2635335.159,1203599.542,Milpachalp
48078,2644943.074,1203634.69,Hasemättili
48080,2621343.221,1204208.514,Gässli
48081,2650760.744,1203943.29,Gräben
48082,2652352.025,1204127.265,Oberhowäldli
48083,2650779.2,1204304.741,Lutersarni Neuhaus
48084,2647826.818,1203999.562,Rüeben
48086,2641029.874,1203794.762,Seebli
48087,2641672.048,1203881.017,Luegmoos
48088,2641297.847,1203920.37,Unterseebli
48089,2634974.85,1203682.881,Oberboden
48090,2644336.328,1203688.456,Bodegade
48091,2626386.892,1203731.655,Unternasen
48092,2653291.114,1203750.514,Ausserknubel
48093,2664664.384,1203773.858,Vorderrengg
48095,2625795.221,1203710.563,Untermörisegg
48096,2687816.3,1203776.8,Rüti
48097,2657853.186,1203797.075,Hirsbode
48098,2627435.379,1203827.161,Unterhollern
48099,2628045.262,1203817.129,Unterrämis
48101,2636669.057,1203847.688,Folz
48103,2621404.876,1203193.604,Glattenwasen
48104,2648136.969,1204226.991,Oberthan
48105,2648218.625,1204042.924,Ebnit ob Than
48106,2648508.579,1204137.253,Bränd
48107,2665034.951,1204133.2,Schwändeli
48108,2689200.087,1203889.631,Petersort
48110,2634217.23,1203880.418,Habs
48111,2638486.097,1203876.844,Kalchgraben
48112,2643192.279,1203876.343,Obergrossegg
48113,2627003.793,1203900.087,Hollernneuhaus
48114,2638215.852,1203904.502,Vorderkalchgraben
48115,2673423.415,1204361.039,Grossmatt
48116,2630856.893,1203985.312,Oberstyggrat
48117,2686208.5,1204047.4,Lehn
48118,2622069.193,1203472.832,Grossmatt
48119,2627313.636,1203936.476,Oberhollern
48120,2664373.686,1203950.853,Renggeli
48121,2635814.506,1203950.922,Schwendeli
48122,2626575.088,1203933.036,Obernasen
48124,2642801.973,1203957.514,Untergrossegg
48125,2649899.578,1203937.223,Metteli
48126,2628824.413,1203988.303,Oberrämis
48127,2687955.1,1204000,Miteli
48128,2637491.642,1204022.507,Schindelegg
48129,2687229.8,1204060.1,Schwanden
48131,2631734.189,1204539.247,Oberlohngrat
48132,2639765.545,1204298.35,Sprossemoos
48134,2623206.037,1203511.021,Than
48136,2645191.97,1204043.631,Vogelsmatt
48138,2672336.688,1204046.411,Etschenried
48139,2636131.416,1204080.583,Hüslimatt
48140,2624778.905,1203142.728,Sonnberg
48141,2689748.33,1204128.416,Morschach
48142,2626240.069,1204080.795,Möriseggweidli
48143,2659831.772,1204100.854,Unterlauelen
48144,2649101.691,1204213.982,Schluechtberg
48145,2641909.286,1204110.488,Drachslis
48146,2621961.512,1203332.489,Wangelen
48147,2670334.167,1203974.614,Obbürgen
48148,2663149.573,1204156.597,Alpgschwänd
48149,2636914.5,1204147.905,Stülli
48150,2673491.211,1204553.95,Kleinmatt
48151,2631026.721,1204221.163,Unterstyggrat
48152,2652725.717,1204181.49,Unterhowäldli
48153,2664719.302,1204165.674,Nestel
48154,2655278.569,1204191.282,Feldemoos
48156,2670946.004,1204195.061,Allmend
48158,2648066.864,1203454.109,Schwendlen
48159,2646844.471,1204731.215,Obflüe
48160,2639063.213,1204325.607,Oberrathuse
48161,2665393.754,1204519.985,Brächli
48162,2645367.201,1204198.463,Oberhaselholz
48163,2643005.962,1204214.954,Mittelgrossegg
48164,2626450.12,1204211.377,Bluttengrat
48165,2664461.258,1204246.242,Brunni
48166,2656260.876,1204742.06,Grünenwald
48168,2669619.878,1204243.58,Unterschilt
48169,2627490.382,1204261.487,Hinterhollern
48170,2625577.05,1205017.59,Sürisguethaule
48172,2669766.206,1204281.311,Oberschilt
48173,2643822.069,1204357.668,Oberhetzlig
48174,2645189.536,1204394.131,Unterhaselholz
48175,2672762.97,1204370.513,Hüslen
48176,2621848.438,1205324.186,Buchrütti
48177,2621289.836,1205428.993,Ramseiberg
48178,2630510.548,1204418.893,Bluttenried
48179,2648191.138,1205040.189,Luegisland
48180,2646626.032,1204289.386,Hinterobflüe
48181,2646457.688,1204915.844,Chriesbaume
48182,2643795.081,1204581.633,Schindelberg
48183,2642887.208,1204659.088,Schafegg
48184,2644756.989,1204984.578,Bärüti
48185,2642945.484,1205104.64,Schwesterbode
48186,2644937.766,1205187.712,Bärüteli
48187,2643562.353,1205227.841,Chrummatt
48189,2625241.643,1204372.358,Oberlehn
48190,2638044.497,1204393.04,Mittelmettlen
48191,2636475.833,1204414.119,Unterspitz
48192,2629898.966,1204421.242,Äugstern
48193,2630320.334,1204451.459,Spychereggli
48194,2625876.73,1204430.18,Obermörisegg
48195,2626660.765,1204460.458,Unteraspigrat
48197,2621976.256,1202878.907,Wangelenberg
48198,2649133.576,1204486.678,Längacher
48199,2649398.573,1204500.736,Feldmoos
48200,2669487.995,1204548.441,Zingel - Steinbruch
48201,2641659.352,1204504.387,Finsteregg
48202,2636237.302,1204496.689,Spitzschür
48203,2626951.032,1204502.819,Oberaspigrat
48204,2661150.788,1204488.521,Bonern
48205,2672510.903,1204530.348,Hinteregg
48206,2627754.284,1204514.394,Vorderfluhnasen
48207,2661839.083,1204733.625,Fräkmündegg
48208,2647300.622,1205337.976,Unterwiden
48209,2665118.189,1204747.097,Äschi
48210,2665587.654,1204746.221,Rütholteren
48211,2626019.695,1204566.214,Hintermörisegg
48212,2625048.062,1204040.066,Lehn
48213,2670939.649,1204614.315,Grabacher
48214,2625182.805,1205512.863,Schwand
48215,2624291.237,1204190.496,Nyffel
48217,2625657.821,1204583.631,Geilisgut
48218,2638640.276,1204612.081,Mettelschwand
48219,2629233.389,1204610.466,Mümpbach
48220,2636962.411,1204621.31,Oberspitz
48221,2652842.348,1204626.632,Oberrotmoos
48222,2650048.129,1204699.262,Flachsboden
48223,2640116.054,1204686.141,Mittelegelshorn
48224,2622253.956,1202984.699,Unterblindenbach
48225,2624372.141,1204424.448,Hämel
48226,2623542.706,1205449.181,Eigen
48227,2631294.891,1204743.323,Unterlohngrat
48228,2652267.287,1204748.007,Hinterzigerhütten
48229,2651460.247,1204775.328,Oberreistegg
48230,2650933.923,1204781.565,Lutersarni
48231,2648687.095,1204237.31,Schluecht
48232,2645840.027,1204048.211,Bergli ob Grabe
48233,2628647.463,1204753.038,Kühnihüttli
48234,2630255.119,1204774.604,Rechenhüttli
48235,2671687.332,1204786.28,Wil
48236,2649579.934,1204748.99,Widen
48237,2653881.696,1204853.164,Tristboden
48238,2659772.816,1204855.317,Unterhonegg
48239,2645585.392,1204418.438,Stöckernhüsli
48240,2645888.771,1204782.457,Wäjele
48241,2647027.74,1205121.807,Flüemätteli
48242,2643713.206,1205384.423,Neuhus
48243,2651960.563,1204887.169,Vorderzigerhütten
48244,2636074.56,1204900.3,Untersaurenboden
48245,2638265.499,1204893.239,Hintermettlen
48246,2669969.951,1204887.265,Mittelzingel
48247,2629129.282,1204930.357,Unterrafrüti
48248,2670083.356,1204921.424,Oberzingel
48249,2665195.867,1204931.277,Widibüel
48250,2640992.865,1204813.65,Unterlusegg
48251,2639490.293,1204950.826,Oberegelshorn
48252,2671977.356,1205006.049,Lehmatt
48253,2629710.382,1205024.844,Länggrat
48254,2669745.982,1205027.478,Hüttenort
48255,2675795.422,1205240.714,Buochli
48256,2648791.519,1204338.921,Lustenberg-Neuhaus
48257,2636410.65,1205093.704,Änzigrund
48258,2671491.15,1205088.275,Kappellmatt
48259,2631336.087,1205111.892,Bluttenriedli
48260,2624087.088,1204918.327,Kältbergweidli
48261,2665307.474,1205186.173,Schwarzehrli
48262,2642049.511,1205167.738,Schwesteregg
48263,2640996.479,1205201.713,Oberlusegg
48264,2637563.866,1205221.223,Grüebli
48266,2634814.397,1205404.53,Hintersäuberg
48267,2653169.01,1205293.487,Unterrotmoos
48268,2646547.658,1205131.74,Spitzgade
48269,2646855.072,1205359.473,Oberwiden
48270,2646188.933,1205353.15,March
48271,2642993.264,1205437.118,Schwändi
48272,2640150.093,1205260.301,Änzischwand
48273,2628747.839,1205280.44,Oberrafrüti
48274,2659846.898,1205218.345,Buchsteg
48276,2672058.523,1205290.752,Untermisli
48277,2652362.385,1205332.143,Haseleggweid
48278,2652056.548,1205407.053,Unterreistegg
48279,2676293.903,1205255.966,Vorderspis
48281,2676389.233,1205553.113,Scharti
48282,2656251.566,1205382.98,Brudersrüti
48283,2655960.176,1205351.245,Oberlangehrlen
48284,2652960.761,1205276.772,Mittelrotmoos
48285,2650596.697,1205385.723,Ochs
48286,2643898.468,1205447.134,Nidrist
48287,2644001.276,1205468.841,Adlisberg
48288,2637093.194,1205388.493,Hochschwändi
48289,2642330.727,1205462.681,Unterlänggrat
48290,2636198.575,1205432.288,Pilgeregg
48292,2664608.497,1207998.484,Schwinferch
48293,2664253.316,1208069.06,Stalden
48294,2656894.514,1205495.868,Witenknubel
48295,2665368.846,1205474.214,Bibimoos
48296,2662088.172,1205506.737,Mühlemäss
48297,2641160.388,1205516.814,Breitäbnet
48298,2653937.627,1205510.257,Weidboden
48299,2622195.577,1204875.367,Ranflühmatte
48300,2621196.432,1204618.478,Rumpel
48301,2656446.806,1205663.847,Langenmöösli
48302,2629897.829,1205541.156,Unterrislau
48303,2629200.115,1205581.751,Kobelhüttli
48304,2656693.92,1205794.857,Spechten
48305,2657313.984,1205734.751,Schindlenmösli
48306,2659558.502,1205907.942,Lindenhüsli
48307,2659373.622,1206174.711,Linden
48308,2634136.763,1195144.505,Oberennetilfis
48309,2626586.573,1204726.171,Wältiberg
48310,2627487.45,1204737.996,Schachlern
48311,2627401.022,1204877.614,Fluhhüsli
48312,2625024.698,1205037.967,Fälbe
48313,2635359.902,1195731.793,Mittellaueli
48314,2625480.417,1205249.811,Sürisguet
48315,2656260.488,1208017.745,Schwandenweid
48316,2665429.825,1205976.502,Humelrüti
48317,2624408.869,1204549.482,Durst
48318,2656587.217,1206258.741,Spechten
48320,2624068.834,1204664.338,Tönu
48321,2624580.749,1205437.881,Schmidshus
48322,2628097.329,1205501.56,Sunnberg
48323,2656331.611,1207379.655,Mattweid
48324,2658060.218,1206272.524,Meiestoss
48325,2665811.775,1206190.201,Scheidhalden
48327,2659661.902,1207623.311,Neualp
48328,2635464.281,1230152.145,Burgfeld
48329,2676978.056,1241434.807,Lätten
48330,2656851.307,1205932.717,Merzimoos
48331,2656248.133,1206105.729,Wassermoos
48332,2635765.731,1230212.138,Burghof
48333,2636641.126,1232814.762,Rossweid
48334,2656566.149,1206867.624,Hinterrohren
48335,2656945.593,1206871.42,Säubad
48336,2625822.127,1205426.618,Mättenacher
48337,2624710.006,1234622.391,Battenweid
48338,2667709.411,1206484.495,Berghof
48339,2634187.87,1234192.925,Oberi Sagi
48340,2634771.441,1233648.04,Oberer Sennhof
48341,2611486.907,1206497.864,Dieterswald
48342,2664953.762,1206639.14,Schwendelberg
48343,2614482.155,1206844.148,Schlössli
48344,2613782.5,1206426.738,Wase
48345,2659388.22,1206764.147,Würzen
48346,2659287.103,1206511.824,Eigenthal
48349,2656673.767,1207188.541,Rohren
48350,2656955.685,1207114.056,Moos
48351,2656203.018,1207091.073,Schlettern
48353,2667380.412,1206847.297,Fondlenhöhe
48354,2612865.413,1206547.748,Breitenwald
48355,2612067.904,1207002.58,Obere Rain
48357,2659772.187,1207131.866,Schiltalp
48358,2611574.665,1206987.645,Habsegg
48361,2610340.912,1206867.781,Banziloch
48362,2612525.728,1207113.976,Lisihaus
48364,2655267.506,1207333.99,Bach
48368,2612291.515,1207226.912,Undere Rain
48369,2657555.737,1207807.616,Hinterkotzigen
48370,2659710.334,1205658.287,Gantersei
48371,2664577.353,1207083.562,Unterweirüthi
48372,2611276.071,1207088.736,Lautermoos
48373,2613286.375,1207243.855,Inneri Gumm
48374,2657248.55,1207813.014,Frohmatt
48375,2667026.137,1207260.819,Mättihalden
48376,2655382.843,1207569.992,Bochslig
48377,2667822.287,1207347.354,Unterbächen
48378,2612797.819,1207357.303,Üsseri Gumm
48379,2662807.454,1207244.369,Krienseregg
48381,2655242.709,1207975.058,Schlatt
48382,2655790.627,1206504.121,Grossacker
48383,2656080.678,1206647.992,Bemmern
48384,2664835.405,1207414.985,Bodenmatt
48385,2667109.689,1207507.137,Oberfondlen
48386,2665240.306,1207430.881,Vogelsang
48387,2684662.85,1235867.548,Sihlwald
48388,2655877.413,1206685.241,Lättacher
48389,2664732.09,1207471.629,Kreuel
48390,2667011.834,1207632.993,Längacher
48391,2591288.451,1207753.7,Haslimatt
48392,2671007.035,1227870.464,Meienberg
48394,2669467.457,1226565.857,Luterbach
48395,2612227.5,1207601.049,Vordere Brünsberg
48396,2644434.343,1240454.214,Bändli
48397,2665078.657,1207694.044,Unterstrick
48398,2655564.247,1207808.906,Kapelle
48399,2657921.928,1207894.317,Ried
48400,2611186.142,1207713.095,Grueb
48401,2613355.814,1207544.809,Zälgerberg
48402,2678619.9,1201642.5,Stärten
48403,2611754.844,1207722.959,Mittlere Brünsberg
48404,2677585.9,1201574.6,Grossried
48405,2656888.434,1207906.231,Frohmattweid
48406,2664188.685,1207847.714,Himmelrich
48407,2679017.1,1201635.4,Lätten
48408,2683180.3,1201303.2,Rubi
48409,2681132.343,1201094.927,Steinen
48411,2682280.6,1200416.3,Hängelen
48412,2681954.9,1200468.6,Yberg
48413,2667607.832,1208772.753,Seeblick
48414,2610523.241,1207886.983,Ey
48415,2655446.199,1208404.642,Liebetsegg
48416,2614337.049,1208408.955,Untere Oschwand
48417,2611820.604,1207985.375,Hofloch
48418,2655805.479,1208242.263,Boden
48419,2607065.65,1208059.003,Feld
48420,2611555.508,1208091.201,Hindere Brünsberg
48421,2612780.023,1208026.875,Freudigen
48422,2595507.65,1208146.805,Bütschwilfeld
48423,2590002.099,1208406.296,Halti
48424,2663275.213,1207980.822,Grauestei
48425,2663796.102,1207990.414,Hinterbuholz
48427,2587882.457,1209114.182,Hinteres Grafenmoos
48428,2664354.701,1208212.004,Ebersrüti
48429,2658824.562,1208317.108,Gass
48430,2658174.306,1208366.16,Scharmoos
48431,2657113.311,1208401.142,Vogel
48432,2657496.8,1208564.791,Gräf
48433,2602860.321,1208364.142,Seerain
48434,2589846.312,1208501.264,Löhr
48435,2663309.739,1208343.882,Oberbalzrüti
48437,2587661.713,1208915.991,Müliberg
48438,2612919.946,1208464.532,Freudigenschwendi
48439,2593363.474,1208221.378,Winterswil
48440,2599727.373,1208484.004,Lochstieg
48441,2595262.179,1208507.036,Erdbächli
48443,2666612.602,1208490.376,Hofrüti
48444,2663733.089,1208645.189,Unterallenwinden
48445,2612106.73,1208604.776,Sunnsite
48448,2655371.146,1209287.673,Friedligen
48449,2667775.939,1208562.101,Bachtel
48450,2663086.067,1208867.309,Langrüti
48451,2655409.68,1208834.262,Schürmatt
48452,2657290.416,1208861.176,Obersiten
48454,2613703.219,1208765.146,Blattenfeld
48455,2612692.394,1208901.301,Schupposen
48456,2655780.704,1208865.221,Kellen
48457,2596147.804,1208974.827,Sagihüsli
48459,2656643.421,1209063.801,Hüpfere
48460,2655736.823,1209076.054,Schürmattweid
48462,2586695.258,1209235.579,Hasensprung
48463,2657549.438,1209118.494,Hofhöhe
48464,2655834.564,1209267.114,Hinterwidenmatt
48465,2659462.405,1209014.98,Lehnhof
48468,2658495.367,1209133.644,Gspan
48469,2606179.89,1209189.652,Hardrain
48470,2588050.93,1209518.932,Bergmatt
48471,2592620.466,1208992.29,Saurenhorn
48472,2657058.093,1209358.559,Bühl
48475,2612898.143,1209225.344,Mattenhof
48476,2594960.788,1209121.169,Oberholz
48477,2657829.905,1209563.808,Fuchsmättli
48478,2677265.904,1210092.861,Farmhütte
48481,2657546.775,1209545.512,Hof
48482,2675081.79,1210221.897,Remsi
48483,2675073.646,1210362.838,Büelweid
48485,2621583.039,1205519.421,Spinner
48487,2669730.063,1209692.648,Meggenhorn
48491,2673671.731,1210023.997,Eichi
48493,2595827.58,1211027.114,Allmend
48494,2618620.217,1209763.039,Kalchtern
48495,2591941.93,1209797.801,Allenwil
48496,2589741.313,1138240.997,Hinderi Wispile
48497,2587849.382,1138431.76,Reeji
48498,2673943.331,1210039.642,Hegi
48499,2644986.472,1236691.693,Lochhof
48500,2599209.837,1141365.018,Schopf
48501,2658675.344,1210148.54,Untergraben
48503,2609011.711,1209863.111,Erli
48504,2588858.765,1209820.868,Vorderes Grafenmoos
48505,2618043.142,1209944.244,Rachisberggraben
48506,2596304.977,1210778.315,Hardhof
48507,2657088.475,1211398.439,Unterknebligen
48508,2658160.08,1210169.485,Helmern
48509,2677185.025,1210241.723,Hüttenberg
48510,2673810.802,1210185.348,Pfaffebächeli
48511,2660913.29,1211425.377,Unterhof
48513,2616774.23,1210144.134,Steinacker
48514,2660726.776,1209757.203,Paradiesli
48515,2675840.865,1210600.026,Dütschibalm
48517,2673931.069,1210328.414,Baumeweid
48518,2678594.516,1244102.065,Müli
48519,2618776.29,1166585.359,Bad Heustrich
48520,2617778.047,1210176.358,Rachisberg
48521,2618201.957,1210221.377,Gruben
48522,2657721.205,1211410.324,Knüsligen
48523,2657685.964,1211599.452,Schlatthof
48524,2656911.641,1211803.307,Oberknebligen
48525,2656292.93,1212120.546,Brenten
48526,2675508.008,1210590.776,Widitsäbnet
48527,2590008.861,1210269.904,Holzmatt
48528,2618452.351,1210338.98,Almisberg
48529,2674725.235,1210438.357,Trottenmattli
48530,2597147.288,1210356.141,Hard
48531,2596674.071,1211112.138,Fröschere
48532,2655455.077,1210756.167,Vorderst
48534,2676056.646,1210624.011,Tannenberg
48535,2595194.593,1211186.31,Schlatt
48537,2619457.77,1210569.33,Scheidigmatt
48538,2602345.319,1210547.278,Feldmatt
48539,2657456.564,1212171.111,Oberzinggen
48540,2658940.048,1210882.9,Unterfeldmatt
48541,2675637.439,1210700.525,Schlieri
48542,2675379.691,1210917.501,Seeweid
48543,2675751.666,1210875.069,Schlieriberg
48544,2674993.688,1210676.954,Tellere
48545,2588018.129,1207741.129,Salzmatt
48546,2678970.368,1244083.401,Sellenbüren
48547,2656063.275,1210697.086,Urnishalde
