,E,N,namewithoutadditions
11286,2696532.477,1266902.494,In den Halden
11287,2734471.574,1266897.536,Talacker
11288,2722668.618,1266856.339,Sonnenhof
11289,2710509.634,1266869.13,Tal
11290,2742791.37,1266852.563,Hennenstieglen
11291,2694070.905,1266819.505,Burg
11292,2704241.479,1266813.145,Lerchenhof
11293,2727149.698,1266745.505,Wiedenhof
11294,2705019.782,1266748.489,Hellen
11295,2710241.383,1266797.619,Lüdem
11296,2725478.441,1266703.873,Margenmühle
11297,2693256.773,1266723.082,Himmerich
11298,2737151.715,1266691.945,Rüüti
11299,2696348.658,1266675.018,Mittelfeld
11300,2744135.143,1266665.039,Ackermannshub
11301,2747061.442,1266713.963,Holz
11302,2708045.201,1266647.545,Bausel
11304,2692942.275,1266741.162,Schili
11305,2725149.792,1266719.162,Neuberg
11306,2707326.315,1266622.662,Hofen
11307,2700523.296,1266600.43,Weieracker
11308,2710899.213,1266575.176,Försterhaus
11309,2740528.241,1266548.753,Unterau
11310,2741089.182,1266588.392,Bilchen
11311,2721540.81,1266501.55,Rütihof
11312,2695982.871,1266482.706,Brüggli
11313,2702759.541,1266526.623,Rütihof
11314,2709277.271,1266494.837,Hungersbühl
11315,2738349.724,1266464.301,Spitzerüti
11316,2739589,1266460.686,Oberdorf
11317,2740240.687,1266429.847,Oberau
11318,2705218.937,1266377.047,Meisberg
11319,2734853.575,1266346.882,Kaltenbrunnen
11320,2746301.011,1266429.907,Peierslehn
11321,2736928.224,1266308.784,Gerisgarte
11322,2718205.287,1266321.94,Gass
11323,2695165.586,1266287.544,Worbig
11324,2704863.851,1266269.827,Grundstein
11325,2724968.913,1266259.767,Warth
11326,2700198.951,1266261.362,Mörsburg
11327,2695959.518,1266238.876,Freudenhalden
11328,2690003.286,1266217.381,Rütiholz
11329,2734977.742,1266112.304,Egg
11330,2693065.24,1266113.431,Schäppi
11331,2713325.254,1266063.341,Staudenhof
11332,2746421.889,1266109.86,Stockershaus
11333,2734823.626,1266060.469,Sonnenberg
11334,2712678.977,1265888.133,Halingen
11335,2735422.252,1265971.695,Neuwilen
11336,2728165.003,1265978.428,Freihof
11337,2692882.377,1265981.855,Oschwang
11338,2719814.875,1265967.314,Bollsteg
11339,2691970.485,1265950.564,Ödenhof
11340,2699125.497,1265983.578,Gussli
11341,2691402.187,1265947.5,Sandacher
11342,2724966.582,1265900.826,Bommelisegg
11343,2703874.234,1265911.267,Haldenhof
11344,2732140.687,1265911.372,Bangeten
11345,2729353.708,1265857.823,Lautenbreite
11346,2741283.592,1265852.786,Haspel
11347,2736992.718,1265814.856,Mattenhof
11348,2717162.756,1265834.866,Spiegelberg
11349,2724633.733,1265799.76,Neubruch
11350,2702959.956,1265792.233,Sunnenhof
11351,2690092.569,1265779.866,Im Feld
11352,2717788.959,1265784.617,Grüssi
11353,2708897.033,1265708.571,Teuschen
11354,2701090.868,1265707.681,Rütenenhof
11355,2727869.084,1265715.827,Freudenberg
11356,2719119.575,1265703.502,Riethof
11357,2735068.887,1265691.947,Bruderwil
11358,2744002.634,1265696.378,Mölsreute
11359,2713904.86,1265688.888,Freudenberg
11360,2704242.914,1265677.986,Waldhof
11361,2729272.828,1265666.419,Feldhof
11362,2717497.815,1265640.119,Bloosebärg
11363,2705020.458,1265597.073,Zelgli
11364,2728469.998,1265595.085,Neuhaus
11365,2733827.463,1265576.704,Sonnenhof
11366,2705467.999,1265528.323,Weidhof
11367,2731223.142,1265488.333,Auwiesen
11368,2735122.469,1265493.475,Holzergeten
11369,2743396.71,1265473.385,Waldershaus
11370,2711994.455,1265483.847,Waldegg
11371,2717282.14,1265462.096,Hinterwingete
11372,2742784.258,1265400.14,Heidelberg
11373,2704265.256,1265355.354,Weidhof
11374,2744437.801,1265337.975,Attengärtli
11375,2746825.766,1265294.633,Adlishaus
11376,2727019.102,1265306.398,Itobel
11377,2692140.678,1265479.524,Hüdel
11378,2727260.744,1265273.978,Kaa
11379,2746099.583,1265284.134,Buberg
11380,2735268.94,1265260.798,Neurüti
11381,2701965.723,1265277.289,Bettli
11382,2696728.224,1265266.609,Steinbüel
11383,2743492.354,1265171.992,Mausacker
11384,2717096.207,1265389.594,Obertobelhof
11385,2734329.634,1265161.081,Neuheim
11386,2743177.788,1265120.213,Anwachs
11387,2728521.816,1265079.574,Metzgersbuhwil
11388,2746427.497,1265106.757,Brunnenhalden
11389,2726010.749,1265069.662,Waldi
11390,2690227.65,1265076.439,Oberhueb
11391,2730766.646,1265045.384,Heiligbrunnen
11392,2701870.529,1265042.066,Balzenmoos
11393,2708166.116,1265019.188,Flachrüti
11394,2718416.591,1265010.077,Heuberg
11395,2734221.137,1265008.276,Neubuch
11396,2702751.403,1264974.056,Rebhof
11397,2719654.311,1264993.879,Kreuzegg
11398,2731753.915,1264967.88,Untermühle
11399,2702458.672,1264967.019,Berghof
11400,2691950.515,1264945.089,Rosacker
11401,2731700.834,1264946.284,Schlössli
11402,2740490.547,1264882.415,Sibenhusen
11403,2705512.277,1264929.601,Talwis
11404,2690704.245,1264892.394,Unterhueb
11405,2748354.102,1264821.631,Bühlhof
11406,2744061.755,1264778.655,Atzenloo
11407,2691168.529,1264783.33,Stadtberg
11408,2745715.044,1264785.266,Ladreute
11409,2729511.856,1264763.002,Hintermühle
11410,2723179.276,1264765.251,Ghürst
11411,2733595.347,1264735.645,Bellevue
11412,2717226.025,1264689.841,Chraiehof
11413,2736256.509,1264640.439,Feldhof
11414,2725270.087,1264622.497,Häusern
11415,2741584.034,1264616.395,Sonnenbüel
11416,2704107.489,1264602.727,Tellen
11417,2734295.113,1264607.596,Buchmoos
11418,2691130.874,1264515.465,Claisberg
11419,2747868.001,1264627.055,Hofen
11420,2694370.901,1264560.448,Hirschenguet
11421,2733466.45,1264566.719,Kalchofen
11422,2745492.877,1264494.851,Siebeneichen
11423,2698585.792,1264479.003,Freihof
11424,2734095.011,1264526.642,Altbuch
11425,2690849.359,1264567.133,Wartguet
11426,2722930.002,1264453.344,Eich
11427,2690937.577,1264406.253,Wartbad
11428,2731990.1,1264439.565,Last
11429,2690519.146,1264388.499,Talguet
11430,2743544.852,1264416.917,Bregensdorf
11431,2734505.487,1264337.321,Birkenhof
11432,2700263.649,1264364.694,Riethof
11433,2736235.303,1264373.826,Tannenhof
11434,2733560.41,1264344.434,Kistenmühle
11435,2741134.344,1264270.94,Grüenholz
11436,2724832.523,1264308.983,Neuhof
11437,2730805.507,1264274.534,Sonnenbühl
11438,2732035.632,1264279.154,Schluuch
11439,2742312.009,1264301.879,Chesswil
11440,2732305.139,1264279.101,Roore
11441,2741014.485,1264280.569,Chatzensteig
11442,2731311.238,1264312.534,Rothen
11443,2723726.014,1264226.715,Gehrwies
11444,2732477.175,1264215.198,Wiigarte
11445,2715900.178,1264220.218,Loo
11446,2742646.704,1264123.942,Risershus
11447,2729238.146,1264194.735,Immenberg
11448,2690287.009,1264204.718,Weinberg
11449,2700530.954,1264210.463,Mettlen
11451,2747465.132,1264194.042,Riedern
11452,2743335.543,1264170.164,Usserstadel
11453,2714719.128,1264143.884,Weiherzipfel
11454,2736886.468,1264122.699,Wattenmoos
11455,2710464.655,1264123.034,Friedtal
11456,2698674.809,1264125.668,Binzhof
11457,2736672.378,1264065.896,Frohwiesen
11458,2720897.289,1264054.153,Bühl
11459,2734989.541,1264069.103,Wiesengatter
11460,2723128.089,1264048.488,Zenzishüsli
11461,2732358.396,1264021.468,Unterheuberg
11462,2733884.451,1264069.833,Oetlishausen
11463,2724831.99,1264013.915,Kirchbühl
11464,2731640.072,1263962.49,Kuderacker
11465,2693842.717,1263988.175,Taggenberg
11466,2713829.371,1263983.164,Waldhof
11467,2724531.195,1263943.394,Rimensberg
11468,2741686.344,1263901.005,Pfin
11469,2745460.696,1263886.365,Schübshub
11470,2738578.72,1263882.829,Bommerten
11471,2713032.61,1263885.21,Ziegelhütte
11472,2733609.17,1263875.908,Rank
11473,2715380.993,1263879.041,Eichholzbühl
11474,2714384.831,1263873.74,Laubi
11475,2732923.007,1263849.166,Waldhof
11476,2728504.76,1263802.734,Felsenhof
11477,2744561.97,1263778.072,Raach
11478,2742846.031,1263775.321,Ladhueb
11479,2724307.165,1263779.312,Hohrüti
11480,2723371.84,1263746.102,Bühl
11481,2702689.137,1263759.22,Mattenhof
11483,2726548.003,1263741.745,Wartenwil
11484,2711491.436,1263755.238,Neuhof
11485,2736237.324,1263709.148,Sommerau
11486,2701184.267,1263722.451,Orbühl
11487,2743072.294,1263697.345,Neuhus
11488,2702524.97,1263692.79,Hohrain
11489,2745549.137,1263649.125,Erbel
11490,2712392.024,1263688.902,Breiti
11491,2733435.285,1263683.992,Untertellen
11492,2713475.309,1263664.607,Eigesinn
11493,2745103.36,1263633.665,Rosengarten
11494,2702186.499,1263614.663,Herrenacher
11495,2731580.255,1263539.785,Langhalden
11496,2714209.727,1263549.302,Höchi
11497,2691678.009,1263567.221,Bruni
11498,2724353.899,1263562.726,Hitzliwies
11499,2714849.3,1263523.789,Greuthof
11500,2730291.909,1263515.372,Mühletobel
11501,2711915.408,1263536.167,Weierhüsli
11502,2741023.188,1263486.263,Neugerschwil
11503,2742506.681,1263458.51,Untergrüenenstein
11504,2729946.43,1263460.649,Waldhof
11505,2728284.709,1263446.181,Haslen
11506,2738012.615,1263416.847,Schönbühl
11507,2712982.829,1263397.854,Alp
11508,2742775.96,1263369.999,Tebeslehn
11509,2704843.292,1263356.657,Im Peter
11510,2721718.446,1263348.371,Oberhausen
11511,2708009.353,1263332.131,Schneitberg
11512,2741584.908,1263327.929,Obergerschwil
11513,2743370.438,1263273.864,Ballen
11514,2725950.094,1263313.484,Freihof
11515,2720752.254,1263224.438,Michelsegg
11516,2724431.047,1263167.159,Hölzli
11517,2721894.022,1263167.683,Waldhof
11518,2714158.602,1263151.658,Sonnenhof
11519,2713706.028,1263148.269,Jakobsbad
11520,2732361.397,1263095.766,Brugglen
11521,2747107.46,1263088.841,Im Loh
11522,2743321.79,1263093.952,Unteratzenholz
11523,2729671.192,1263085.103,Hörmoos
11524,2725807.378,1263040.778,Bühl
11525,2742716.541,1263109.282,Häggen
11526,2721722.299,1263051.532,Neuhüsli
11527,2721382.171,1263060.946,Oberhuuse
11528,2730216.789,1262996.712,Hueb
11529,2735357.934,1262988.798,Yberg
11530,2727229.2,1263028.209,Vorrüti
11531,2702645.292,1262999.116,Schluck
11532,2727588.035,1262961.299,Nollenberg
11533,2715334.249,1262959.275,Freihof
11534,2739338.403,1262927.909,Neugut
11535,2690238.241,1262935.713,Stübenwis
11536,2703602.898,1262854.658,Oberelsau
11537,2730838.761,1262885.444,Neuhof
11538,2691210.897,1262826.065,Berghof
11539,2741855.143,1262833.853,Schmitten
11540,2713909.474,1262810.472,Neuhof
11541,2745608.819,1262769.713,Langenhueb
11542,2744671.815,1262846.366,Wäldi
11543,2705494.277,1262796.603,Ramisbach
11544,2714443.337,1262788.849,Schürli
11545,2726839.681,1262799.477,Geftenau
11546,2727254.426,1262783.407,Befang
11547,2705234.518,1262758.656,Haldenhof
11548,2715101.011,1262772.709,Neugut
11549,2721288.971,1262688.136,Listenau
11550,2724140.067,1262697.41,Ueterschen
11551,2702084.78,1262676.551,Infang
11552,2691388.458,1262693.818,Salhof
11553,2734733.457,1262650.378,Torkel
11554,2733832.468,1262645.185,Grüneck
11555,2708176.518,1262629.483,Birmenstal
11556,2705878.392,1262594.027,Wisengrund
11557,2750837.051,1262563.107,Mattenhof
11558,2728358.51,1262572.651,Unterleutenegg
11560,2707135.111,1262560.337,Waldhof
11561,2742291.573,1262570.699,Weier
11562,2715741.334,1262471.383,Eggetsbühl
11563,2691757.606,1262529.39,Hinterrumstal
11564,2715206.816,1262481.115,Stegenhof
11565,2734511.566,1262449.841,Heidelberg
11566,2748462.684,1262472.253,Tälisbärg
11567,2745761.363,1262454.329,Waldhof
11568,2751342.281,1262438.029,Wiesental
11569,2747784.471,1262399.27,Baumühle
11570,2705547.252,1262343.164,Freihof
11571,2746197.619,1262383.671,Sonnenberg
11572,2745443.665,1262411.715,Tannsegeten
11573,2716976.632,1262349.815,Riserhüsli
11574,2707733.425,1262317.537,Berghof
11575,2737311.908,1262334.099,Untergrath
11576,2749385.549,1262329.358,Meierhof
11577,2717531.866,1262318.493,Vogelhärd
11578,2740093.041,1262305.008,Gertau
11579,2727547.025,1262239.742,Sommerau
11580,2706999.37,1262289.418,Römerhof
11581,2732379.281,1262297.439,Waldbach
11582,2739471.644,1262257.752,Tobelmühle
11583,2706466.915,1262286.992,Büchlerhof
11584,2742293.333,1262181.377,Finkenbach
11585,2749004.232,1262304.407,Hahnberg
11586,2692092.832,1262213.023,Vorderrumstal
11587,2734393.886,1262234.368,Obertellen
11588,2742086.272,1262224.269,Tannenhof
11589,2747657.215,1262249.707,Mammertshofen
11590,2716608.072,1262181.975,Ebenholz
11591,2737854.435,1262142.25,Neurüti
11592,2707941.923,1262144.009,Baumgarten
11593,2727841.901,1262137.88,Grobenbach
11594,2747690.145,1262112.199,Bauhof
11595,2737497.591,1262126.389,Obergrath
11596,2748713.075,1262097.257,Oberhahnberg
11597,2721469.496,1262083.098,Zimmerwies
11598,2714998.7,1262062.2,Imbach
11599,2749299.302,1262070.597,Sonnenberg
11600,2693097.962,1261973.126,Schweikhof
11601,2744277.728,1261997.09,Bluemenau
11602,2718393.154,1261958.344,Neustocken
11603,2740662.062,1261914.232,Osterwald
11604,2744600.075,1261943.346,Kreuzegg
11605,2693349.163,1261927.973,Hüslihof
11606,2751102.553,1261933.935,Neuhof
11607,2745130.408,1261922.458,Hinterberg
11608,2737780.354,1261902.062,Rütihof
11609,2748348.732,1261909.03,Leimet
11610,2746166.733,1261874.066,Lenggenhof
11611,2723243.76,1261885.782,Kläffler
11612,2692563.361,1261862.998,Stöcklisrüti
11613,2742121.753,1261890.423,Chollerberg
11614,2723771.953,1261836.768,Oberheid
11615,2752878.416,1261825.119,Farbmüli
11616,2740310.082,1261799.111,Oberholz
11617,2748108.376,1261817.502,Holzerhof
11618,2731086.375,1261798.263,Sonnenhof
11619,2760640.741,1261788.211,Högger
11620,2743787.503,1261753.167,Buo
11621,2738050.6,1261752.725,Reute
11622,2692402.946,1261738.004,Weiertal
11623,2740146.712,1261723.228,Holzrüti
11624,2711988.198,1261692.702,Schür
11625,2723538.384,1261709.687,Heid
11626,2750466.374,1261703.511,Glinzburg
11627,2690209.232,1261692.066,Althaus
11628,2737263.514,1261701.106,Langentannen
11629,2703996.27,1261696.474,Chräenbüel
11630,2746274.052,1261683.2,Grossacker
11631,2730533.542,1261699.17,Hölzeren
11632,2738682.749,1261714.332,Unterbirnstiel
11633,2716819.114,1261659.897,Fäldhof
11634,2746837.258,1261695.205,Haselacker
11635,2703110.691,1261632.954,Frohberg
11636,2750048.726,1261636.575,Unterburg
11637,2716558.6,1261655.398,Rengetswil
11638,2722337.101,1261707.015,Loo
11639,2747409.702,1261586.951,Erchenwil
11640,2745629.364,1261628.367,Ruggisberg
11641,2744911.331,1261568.427,Stegen
11642,2740022.585,1261552.29,Waldheim
11643,2739254.29,1261549.212,Schweizerhaus
11644,2743508.779,1261446.802,Täschlihusen
11645,2749346.658,1261471.029,Pfauenmoos
11646,2732297.154,1261456.818,Junkersbühl
11647,2728376.046,1261521.352,Scheidweg
11648,2720708.859,1261457.231,Ifang
11649,2723394.569,1261448.393,Waldhof
11650,2739416.159,1261386.025,Hoferberg
11651,2712421.534,1261450.053,Sonnental
11652,2733085.542,1261584.323,Tannen
11653,2718795.44,1261432.186,Schlössli
11654,2703195.267,1261388.791,Blumenau
11655,2743725.239,1261400.341,Fidenhus
11656,2737559.275,1261386.174,Horbach
11657,2714451.651,1261375.76,Rütihof
11658,2749899.638,1261390.848,Steinerburg
11659,2734069.126,1261386.612,Unterghögg
11660,2744222.395,1261390.669,Bauel
11661,2691508.885,1261432.048,Stiegenhof
11662,2730689.499,1261350.008,Beckenen
11663,2715298.692,1261352.362,Waldegg
11664,2747088.709,1261307.845,Jakobsberg
11665,2703373.663,1261297.853,Bettlihof
11666,2738531.572,1261269.671,Birnstiel
11667,2733612.407,1261239.865,Rengishalden
11668,2718666.349,1261271.457,Winkel
11669,2702936.388,1261248.37,Talacker
11670,2746446.481,1261263.433,Näsler
11671,2730364.31,1261230.346,Freihof
11672,2742539.266,1261270.288,Eggen
11673,2718131.068,1261226.561,Frieden
11674,2739577.416,1261227.132,Lauften
11675,2749167.122,1261196.834,Pfaffennase
11676,2751218.047,1261167.718,Grüenegg
11677,2743715.395,1261170.859,Eglishus
11678,2712768.675,1261161.223,Breiteloo
11679,2731429.451,1261114.833,Dägetschwil
11680,2692880.49,1261092.159,Hinterfurt
11681,2738841.56,1261188.269,Bruggrain
11682,2739771.129,1261120.14,Mollishaus
11683,2720007.996,1261091.39,Neuhof
11684,2759780.268,1261096.875,Fuchsloch
11685,2741507.429,1261081.118,Buech
11686,2724237.193,1261090.641,Gärtensberg
11687,2736442.562,1261016.575,Sonnenhof
11688,2722265.81,1261066.892,Üerental
11689,2742953.504,1261048.767,Engensbüel
11690,2738803.22,1261022.022,Moos
11691,2692418.915,1261040.941,Äschau
11692,2748067.961,1261066.256,Bauel
11693,2746619.138,1260999.648,Roggenbühl
11694,2702712.928,1260941.952,Weingarten
11695,2748297.597,1260991.406,Rappen
11696,2703293.307,1260976.738,Neuguet
11697,2726145.713,1260998.243,Grub
11698,2739296.456,1260955.26,Zorn
11699,2731111.434,1260910.634,Mosen
11700,2752286.15,1260911.492,Rothaus
11701,2713862.988,1260945.93,Frohberg
11702,2725277.635,1260947.317,Hugentobel
11703,2745451.363,1260947.195,Sittenhueb
11704,2711615.274,1260939.017,Waldegg
11705,2744102.895,1260965.685,Locherhof
11706,2720427.46,1260899.915,Eggwil
11707,2723121.147,1260932.219,Staffrüti
11708,2741478.555,1260896.087,Hueb
11709,2712212.86,1260880.554,Schür
11710,2725405.032,1260879.522,Neuhaus
11711,2746546.205,1260881.876,Tannacker
11712,2737255.168,1260841.289,Neuschlatt
11714,2750885.664,1260860.279,Unterbüel
11715,2720917.749,1260838.37,Tüfi
11716,2719996.966,1260817.391,Weid
11717,2726461.106,1260824.171,Bantle
11718,2711995.274,1260802.913,Sunehalde
11719,2722565.983,1260785.611,Büel
11720,2729269.893,1260789.226,Rosenberg
11721,2720705.211,1260776.03,Sonnenhalden
11722,2738769.874,1260792.924,Befang
11723,2760862.586,1260754.682,Hegi
11725,2741816.199,1260720.59,Gellwil
11726,2728128.471,1260715.324,Grueben
11727,2709633.635,1260709.562,Haggenberg
11728,2707188.386,1260640.956,Fahrenhof
11729,2691031.209,1260592.759,Unterwagenburg
11730,2723679.734,1260638.199,Waldegg
11731,2704929.838,1260623.605,Neubruch
11732,2703474.11,1260583.983,Tolhusen
11733,2746217.467,1260619.113,Unterrüti
11734,2744887.084,1260645.131,Unterlören
11735,2711405.086,1260560.683,Wiesental
11736,2739266.429,1260488.733,Hasenberg
11737,2750304.677,1260518.489,Gärtli
11738,2727707.485,1260518.687,Rörlibad
11739,2748016.838,1260478.816,Städeli
11740,2744599.84,1260450.622,Wannenstädeli
11741,2741339.414,1260382.913,Scheiwil
11742,2704694.951,1260427.371,Sonnental
11743,2691909.269,1260409.281,Obereich
11744,2735731.724,1260394.45,Rässenberg
11745,2722729.396,1260383.205,Halden
11746,2742588.371,1260418.965,Bleichenbach
11747,2714684.683,1260400.291,Bommershüsli
11748,2739058.642,1260366.106,Weier
11749,2757890.036,1260360.427,Brunnenacker
11750,2708334.861,1260375.561,Kellerhof
11751,2711507.034,1260338.171,Bildacker
11752,2742233.63,1260298.278,Bisihus
11753,2721852.464,1260271.268,Oberlangegg
11754,2760087.395,1260304.171,Büchel
11755,2722182.49,1260255.117,Freudenberg
11756,2733287.494,1260272.98,Letten
11757,2723537.289,1260314.612,Rislen
11758,2721508.126,1260246.366,Sömmeri
11759,2749024.518,1260235.851,Gallusberg
11760,2748255.951,1260233.91,Waldhof
11761,2740540.982,1260236.85,Wolfetswis
11762,2757463.761,1260206.11,Wilerhalde
11763,2701447.517,1260195.716,Chölberg
11764,2727840.172,1260237.9,Neufeld
11765,2757736.517,1260182.226,Windegg
11766,2715780.916,1260164.008,Tannhof
11767,2711903.521,1260141.33,Wittershausen
11768,2760558.243,1260136.551,Steiniger Tisch
11769,2747116.027,1260110.948,Neutröstli
11770,2745478.918,1260127.694,Sonnenberg
11771,2708216.029,1260090.682,Horben
11772,2713754.139,1260155.094,Holderberg
11773,2728558.792,1260129.889,Stegli
11774,2705056.321,1260121.828,Einheldi
11775,2751243.568,1260102.504,Meggenmüli
11776,2739908.643,1260083.259,Schachen
11777,2714416.612,1260109.717,Morgental
11778,2746852.574,1260087.633,Tröstli
11779,2735971.198,1260118.759,Sorntal
11780,2756972.756,1260054.279,Linkolnsberg
11781,2700949.147,1260040.93,Floren
11782,2742568.248,1260040.378,Sonnental
11783,2732779.593,1260007.06,Müli
11784,2722134.989,1260015.36,Feldhof
11785,2758911.814,1259980.007,Kreien
11786,2738858.422,1259922.53,Geisshus
11787,2742077.855,1259972.259,Oberbleichenbach
11788,2733993.047,1259947.499,Heiden
